CD_MUNICIPIO_7,CD_MUNICIPIO,REGIONAL_SAUDE,NM_CIDADE,UF_MUNICIPIO,NM_REGIAO,CIDADES_HABITANTES,ID_SINGULAR
5101407,510140,Juína,Aripuanã,MT,Centro-Oeste,23067,062
1100023,110002,Departamento de Epidemiologia,Ariquemes,RO,Norte,111148,166
3503703,350370,São José do Rio Preto,Ariranha,SP,Sudeste,9851,083
4101853,410185,Ivaiporã,Ariranha do Ivaí,PR,Sul,2026,
3300233,330023,Baixada Litorânea,Armação dos Búzios,RJ,Sudeste,35060,064
4201505,420150,Tubarão,Armazém,SC,Sul,8843,011
2301505,230150,Tauá,Arneiroz,CE,Nordeste,7848,040
2200905,220090,TD Vale do Sambito,Aroazes,PI,Nordeste,5819,
2501302,250130,III Núcleo Regional de Saúde,Aroeiras,PB,Nordeste,19081,
2200954,220095,TD Vale do Rio Guaribas,Aroeiras do Itaim,PI,Nordeste,2551,
2201002,220100,TD Vale dos Rios Piauí e Itaueiras,Arraial,PI,Nordeste,4713,
3300258,330025,Baixada Litorânea,Arraial do Cabo,RJ,Sudeste,30827,064
1702406,170240,Região de Saúde Extremo Sudeste,Arraias,TO,Norte,10502,001
4301008,430100,CRS 16 Lajeado,Arroio do Meio,RS,Sul,21121,003
4301073,430107,CRS 03 Pelotas,Arroio do Padre,RS,Sul,2966,006
4301057,430105,CRS 18 Osório,Arroio do Sal,RS,Sul,10483,006
4301206,430120,CRS 08 Cachoeira do Sul,Arroio do Tigre,RS,Sul,13452,003
4301107,430110,CRS 02 Porto Alegre,Arroio dos Ratos,RS,Sul,14201,006
4301305,430130,CRS 03 Pelotas,Arroio Grande,RS,Sul,18185,006
4201604,420160,Videira,Arroio Trinta,SC,Sul,3547,011
3503802,350380,Campinas,Artur Nogueira,SP,Sudeste,56247,008
5202502,520250,Rio Vermelho,Aruanã,GO,Centro-Oeste,10340,020
3503901,350390,Grande São Paulo,Arujá,SP,Sudeste,92453,007
4201653,420165,Concórdia,Arvoredo,SC,Sul,2228,011
4301404,430140,CRS 16 Lajeado,Arvorezinha,RS,Sul,10422,003
4201703,420170,Timbó,Ascurra,SC,Sul,8021,011
3503950,350395,São José do Rio Preto,Aspásia,SP,Sudeste,1815,132
4101903,410190,Londrina,Assaí,PR,Sul,14792,046
2301604,230160,Crato,Assaré,CE,Nordeste,23537,040
3504008,350400,Marília,Assis,SP,Sudeste,105768,101
1200054,120005,Brasiléia,Assis Brasil,AC,Norte,7649,169
4102000,410200,Toledo,Assis Chateaubriand,PR,Sul,33306,
2501351,250135,III Núcleo Regional de Saúde,Assunção,PB,Nordeste,4067,
2201051,220105,TD Carnaubais,Assunção do Piauí,PI,Nordeste,7879,
3104601,310460,Leopoldina,Astolfo Dutra,MG,Sudeste,14358,
4102109,410210,Maringá,Astorga,PR,Sul,26304,098
2700409,270040,Região 01,Atalaia,AL,Nordeste,47540,038
4102208,410220,Maringá,Atalaia,PR,Sul,3871,098
1300201,130020,Alto Solimões,Atalaia do Norte,AM,Norte,20868,037
4201802,420180,Rio do Sul,Atalanta,SC,Sul,3179,011
3104700,310470,Teófilo Otoni,Ataléia,MG,Sudeste,12496,045
3504107,350410,Campinas,Atibaia,SP,Sudeste,145378,034
3200706,320070,SR Cachoeiro do Itapemirim,Atílio Vivácqua,ES,Sudeste,12270,156
1702554,170255,Região de Saúde Bico do Papagaio,Augustinópolis,TO,Norte,18870,001
1500909,150090,Bacia Atlântico-Caetés,Augusto Corrêa,PA,Norte,46937,029
3104809,310480,Sete Lagoas,Augusto de Lima,MG,Sudeste,4833,045
4301503,430150,CRS 17 Ijuí,Augusto Pestana,RS,Sul,6545,801
4301552,430155,CRS 11 Erechim,Áurea,RS,Sul,3517,005
2902401,290240,Itabuna,Aurelino Leal,BA,Nordeste,11079,078
3504206,350420,Araçatuba,Auriflama,SP,Sudeste,15316,113
5202601,520260,Oeste II,Aurilândia,GO,Centro-Oeste,3000,
2301703,230170,Brejo Santo,Aurora,CE,Nordeste,24567,
4201901,420190,Rio do Sul,Aurora,SC,Sul,5687,011
1500958,150095,Rodovia BR 010,Aurora do Pará,PA,Norte,32200,029
1702703,170270,Região de Saúde Extremo Sudeste,Aurora do Tocantins,TO,Norte,3809,001
1300300,130030,Entorno de Manaus,Autazes,AM,Norte,41005,037
3504305,350430,Bauru,Avaí,SP,Sudeste,5467,101
3504404,350440,Araçatuba,Avanhandava,SP,Sudeste,14063,084
3504503,350450,Bauru,Avaré,SP,Sudeste,91792,072
1501006,150100,Rio Tapajós,Aveiro,PA,Norte,16421,029
2201101,220110,TD Chapada das Mangabeiras,Avelino Lopes,PI,Nordeste,11361,
5202809,520280,Central,Avelinópolis,GO,Centro-Oeste,2401,
2101103,210110,Baixo Munim,Axixá,MA,Nordeste,12234,029
1702901,170290,Região de Saúde Bico do Papagaio,Axixá do Tocantins,TO,Norte,9817,001
1703008,170300,Região de Saúde Médio Norte,Babaçulândia,TO,Norte,10668,001
2101202,210120,Mearim,Bacabal,MA,Nordeste,105094,029
2101251,210125,Baixo Munim,Bacabeira,MA,Nordeste,17446,029
2101301,210130,Litoral Ocidental,Bacuri,MA,Nordeste,18726,029
2101350,210135,Baixada Maranhense,Bacurituba,MA,Nordeste,5696,029
3504602,350460,São José do Rio Preto,Bady Bassitt,SP,Sudeste,18013,026
3104908,310490,Varginha,Baependi,MG,Sudeste,19249,045
4301602,430160,CRS 07 Bagé,Bagé,RS,Sul,121518,074
1501105,150110,Marajó Ocidental,Bagre,PA,Norte,31967,029
2501401,250140,I Núcleo Regional de Saúde,Baía da Traição,PB,Nordeste,9197,
2401404,240140,I ETAM,Baía Formosa,RN,Nordeste,9373,
2902500,290250,Barreiras,Baianópolis,BA,Nordeste,13979,
1501204,150120,Baixo Tocantins,Baião,PA,Norte,49454,029
2902609,290260,Mundo Novo,Baixa Grande,BA,Nordeste,20431,
2201150,220115,TD Tabuleiros do Alto Parnaíba,Baixa Grande do Ribeiro,PI,Nordeste,11751,
2301802,230180,Icó,Baixio,CE,Nordeste,6318,040
3200805,320080,SR Colatina,Baixo Guandu,ES,Sudeste,31263,156
3504701,350470,Bauru,Balbinos,SP,Sudeste,6127,101
3105004,310500,Sete Lagoas,Baldim,MG,Sudeste,7780,009
5203104,520310,Oeste I,Baliza,GO,Centro-Oeste,5418,
4201950,420195,Araranguá,Balneário Arroio do Silva,SC,Sul,13782,011
4202057,420205,Joinville,Balneário Barra do Sul,SC,Sul,11271,011
4202008,420200,Balneário Camboriú,Balneário Camboriú,SC,Sul,149227,011
4202073,420207,Araranguá,Balneário Gaivota,SC,Sul,11537,011
4212809,421280,Itajaí,Balneário Piçarras,SC,Sul,24385,011
4301636,430163,CRS 18 Osório,Balneário Pinhal,RS,Sul,14645,006
4220000,422000,Balneário Rincão,Balneário Rincão,SC,Sul,13129,011
4102307,410230,Metropolitana,Balsa Nova,PR,Sul,13238,192
3504800,350480,São José do Rio Preto,Bálsamo,SP,Sudeste,9209,900
2101400,210140,Gerais de Balsas,Balsas,MA,Nordeste,96951,029
3105103,310510,Divinópolis,Bambuí,MG,Sudeste,23964,045
2301851,230185,Quixadá,Banabuiú,CE,Nordeste,18313,040
3504909,350490,Taubaté,Bananal,SP,Sudeste,11039,900
2501500,250150,II Núcleo Regional de Saúde,Bananeiras,PB,Nordeste,21220,
3105202,310520,Pedra Azul,Bandeira,MG,Sudeste,4738,045
3105301,310530,Alfenas,Bandeira do Sul,MG,Sudeste,5808,182
4202081,420208,São Miguel do Oeste,Bandeirante,SC,Sul,2618,011
4102406,410240,Cornélio Procópio,Bandeirantes,PR,Sul,31061,046
5001508,500150,NCT de Campo Grande,Bandeirantes,MS,Centro-Oeste,7281,004
1703057,170305,Região de Saúde de Araguaia-Tocantins,Bandeirantes do Tocantins,TO,Norte,3631,001
1501253,150125,Planalto do Araguaia,Bannach,PA,Norte,3239,029
2902658,290265,Cícero Dantas,Banzaê,BA,Nordeste,13251,162
4301651,430165,CRS 02 Porto Alegre,Barão,RS,Sul,6232,174
3505005,350500,Bauru,Barão de Antonina,SP,Sudeste,3525,900
3105400,310540,Itabira,Barão de Cocais,MG,Sudeste,33232,009
4301701,430170,CRS 11 Erechim,Barão de Cotegipe,RS,Sul,6616,005
2101509,210150,Sertão Maranhense,Barão de Grajaú,MA,Nordeste,19026,029
5101605,510160,Baixada Cuiabana,Barão de Melgaço,MT,Centro-Oeste,8165,062
3105509,310550,Ubá,Barão de Monte Alto,MG,Sudeste,5311,045
4301750,430175,CRS 02 Porto Alegre,Barão do Triunfo,RS,Sul,7550,006
2401453,240145,II ETAM,Baraúna,RN,Nordeste,29112,148
2501534,250153,IV Núcleo Regional de Saúde,Baraúna,PB,Nordeste,5033,
3105608,310560,Barbacena,Barbacena,MG,Sudeste,139061,042
2301901,230190,Juazeiro do Norte,Barbalha,CE,Nordeste,61662,040
3505104,350510,Araçatuba,Barbosa,SP,Sudeste,7532,084
4102505,410250,Campo Mourão,Barbosa Ferraz,PR,Sul,11287,098
1501303,150130,Alça Viária,Barcarena,PA,Norte,129333,029
2401503,240150,V ETAM,Barcelona,RN,Nordeste,3989,
1300409,130040,Amazonas,Barcelos,AM,Norte,27772,037
3505203,350520,Bauru,Bariri,SP,Sudeste,35844,007
2902708,290270,Ibotirama,Barra,BA,Nordeste,54225,162
3505302,350530,Bauru,Barra Bonita,SP,Sudeste,36125,016
4202099,420209,São Miguel do Oeste,Barra Bonita,SC,Sul,1625,011
2201176,220117,TD Vale do Sambito,Barra D'Alcântara,PI,Nordeste,3953,
2902807,290280,Brumado,Barra da Estiva,BA,Nordeste,20198,
2601300,260130,Caruaru,Barra de Guabiraba,PE,Nordeste,14632,
2501609,250160,IV Núcleo Regional de Saúde,Barra de Santa Rosa,PB,Nordeste,15607,
2501575,250157,III Núcleo Regional de Saúde,Barra de Santana,PB,Nordeste,8338,
2700508,270050,Região 01,Barra de Santo Antônio,AL,Nordeste,16201,038
3200904,320090,SR Colatina,Barra de São Francisco,ES,Sudeste,45301,156
2501708,250170,III Núcleo Regional de Saúde,Barra de São Miguel,PB,Nordeste,6095,
2700607,270060,Região 01,Barra de São Miguel,AL,Nordeste,8434,038
5101704,510170,Tangará da Serra,Barra do Bugres,MT,Centro-Oeste,35642,062
3505351,350535,Sorocaba,Barra do Chapéu,SP,Sudeste,5794,900
2902906,290290,Vitória da Conquista,Barra do Choça,BA,Nordeste,30831,
2101608,210160,Guajajaras,Barra do Corda,MA,Nordeste,88895,029
5101803,510180,Barra do Garças,Barra do Garças,MT,Centro-Oeste,61702,062
4301859,430185,CRS 19 Frederico Westphalen,Barra do Guarita,RS,Sul,3266,014
4102703,410270,Jacarezinho,Barra do Jacaré,PR,Sul,2781,046
2903003,290300,Irecê,Barra do Mendes,BA,Nordeste,13128,
1703073,170307,Região de Saúde Médio Norte,Barra do Ouro,TO,Norte,4673,001
3300308,330030,Médio Paraíba,Barra do Piraí,RJ,Sudeste,101139,061
4301875,430187,CRS 10 Alegrete,Barra do Quaraí,RS,Sul,4238,074
4301909,430190,CRS 02 Porto Alegre,Barra do Ribeiro,RS,Sul,13618,006
4301925,430192,CRS 11 Erechim,Barra do Rio Azul,RS,Sul,1621,005
2903102,290310,Jequié,Barra do Rocha,BA,Nordeste,5515,
3505401,350540,Registro,Barra do Turvo,SP,Sudeste,7606,900
2800605,280060,Região Aracaju,Barra dos Coqueiros,SE,Nordeste,31439,
4301958,430195,CRS 15 Palmeira das Missões,Barra Funda,RS,Sul,2563,014
3105707,310570,Ponte Nova,Barra Longa,MG,Sudeste,4905,045
3300407,330040,Médio Paraíba,Barra Mansa,RJ,Sudeste,185237,061
4202107,420210,Joinville,Barra Velha,SC,Sul,30539,011
4102604,410260,Francisco Beltrão,Barracão,PR,Sul,10347,
4301800,430180,CRS 06 Passo Fundo,Barracão,RS,Sul,5237,005
2201200,220120,TD dos Cocais,Barras,PI,Nordeste,47298,
2301950,230195,Maracanaú,Barreira,CE,Nordeste,22715,040
2903201,290320,Barreiras,Barreiras,BA,Nordeste,158432,019
2201309,220130,TD Chapada das Mangabeiras,Barreiras do Piauí,PI,Nordeste,3356,
1300508,130050,Baixo Amazonas,Barreirinha,AM,Norte,32919,037
2101707,210170,Lençóis Maranhenses,Barreirinhas,MA,Nordeste,63891,029
2601409,260140,Palmares,Barreiros,PE,Nordeste,42866,
3505500,350550,Barretos,Barretos,SP,Sudeste,123546,076
3505609,350560,Ribeirão Preto,Barrinha,SP,Sudeste,33537,085
2302008,230200,Brejo Santo,Barro,CE,Nordeste,22834,040
2903235,290323,Irecê,Barro Alto,BA,Nordeste,15171,
5203203,520320,São Patrício,Barro Alto,GO,Centro-Oeste,11643,020
2201408,220140,TD Entre Rios,Barro Duro,PI,Nordeste,7022,
2903300,290330,Itabuna,Barro Preto,BA,Nordeste,5312,
2903276,290327,Serrinha,Barrocas,BA,Nordeste,16225,
1703107,170310,Região de Saúde do Cantão,Barrolândia,TO,Norte,5669,001
2302057,230205,Camocim,Barroquinha,CE,Nordeste,15069,040
4302006,430200,CRS 16 Lajeado,Barros Cassal,RS,Sul,11167,003
3105905,310590,São João Del Rei,Barroso,MG,Sudeste,20981,042
3505708,350570,Grande São Paulo,Barueri,SP,Sudeste,279704,007
3505807,350580,Marília,Bastos,SP,Sudeste,20952,075
5001904,500190,NCT de Três Lagoas,Bataguassu,MS,Centro-Oeste,23620,018
2201507,220150,TD dos Cocais,Batalha,PI,Nordeste,26951,
2700706,270070,Região 03,Batalha,AL,Nordeste,18440,167
3505906,350590,Ribeirão Preto,Batatais,SP,Sudeste,63438,008
5002001,500200,NCT de Nova Andradina,Batayporã,MS,Centro-Oeste,11368,018
2302107,230210,Baturité,Baturité,CE,Nordeste,36127,040
3506003,350600,Bauru,Bauru,SP,Sudeste,381706,101
2501807,250180,I Núcleo Regional de Saúde,Bayeux,PB,Nordeste,97519,033
3506102,350610,Barretos,Bebedouro,SP,Sudeste,77612,051
2302206,230220,Aracati,Beberibe,CE,Nordeste,54315,040
2302305,230230,Acaraú,Bela Cruz,CE,Nordeste,32851,040
5002100,500210,NCT de Jardim,Bela Vista,MS,Centro-Oeste,24842,004
4102752,410275,Francisco Beltrão,Bela Vista da Caroba,PR,Sul,3404,
5203302,520330,Centro Sul,Bela Vista de Goiás,GO,Centro-Oeste,31004,
3106002,310600,Itabira,Bela Vista de Minas,MG,Sudeste,10269,045
2101772,210177,Pindaré,Bela Vista do Maranhão,MA,Nordeste,11347,029
4102802,410280,Londrina,Bela Vista do Paraíso,PR,Sul,15400,046
2201556,220155,TD Vale do Canindé,Bela Vista do Piauí,PI,Nordeste,4044,
4202131,420213,Canoinhas,Bela Vista do Toldo,SC,Sul,6386,011
2101731,210173,Alto Munim,Belágua,MA,Nordeste,7586,029
1501402,150140,Metropolitana,Belém,PA,Norte,1506420,029
2501906,250190,II Núcleo Regional de Saúde,Belém,PB,Nordeste,17733,
2700805,270080,Região 04,Belém,AL,Nordeste,4226,167
2601508,260150,Palmares,Belém de Maria,PE,Nordeste,12169,
2502003,250200,VIII Núcleo Regional de Saúde,Belém do Brejo do Cruz,PB,Nordeste,7356,
2201572,220157,TD Vale do Rio Guaribas,Belém do Piauí,PI,Nordeste,3607,
2601607,260160,Salgueiro,Belém do São Francisco,PE,Nordeste,20730,
3300456,330045,Metropolitana I,Belford Roxo,RJ,Sudeste,515239,176
3106101,310610,Juiz de Fora,Belmiro Braga,MG,Sudeste,3422,042
2903409,290340,Eunápolis,Belmonte,BA,Nordeste,23540,
4202156,420215,São Miguel do Oeste,Belmonte,SC,Sul,2712,011
2903508,290350,Vitória da Conquista,Belo Campo,BA,Nordeste,17013,
3106200,310620,Belo Horizonte,Belo Horizonte,MG,Sudeste,2530701,009
2601706,260170,Caruaru,Belo Jardim,PE,Nordeste,76930,088
2700904,270090,Região 03,Belo Monte,AL,Nordeste,6717,167
3106309,310630,Coronel Fabriciano,Belo Oriente,MG,Sudeste,27277,045
3106408,310640,Belo Horizonte,Belo Vale,MG,Sudeste,7723,009
1501451,150145,Baixo Amazonas,Belterra,PA,Norte,17944,029
2201606,220160,TD Entre Rios,Beneditinos,PI,Nordeste,10479,
2101806,210180,Baixo Balsas,Benedito Leite,MA,Nordeste,5643,029
4202206,420220,Timbó,Benedito Novo,SC,Sul,11896,011
1501501,150150,Metropolitana,Benevides,PA,Norte,64780,029
1300607,130060,Alto Solimões,Benjamin Constant,AM,Norte,44873,037
4302055,430205,CRS 11 Erechim,Benjamin Constant do Sul,RS,Sul,1924,005
3506201,350620,Araçatuba,Bento de Abreu,SP,Sudeste,3028,113
2401602,240160,III ETAM,Bento Fernandes,RN,Nordeste,5552,
4302105,430210,CRS 05 Caxias do Sul,Bento Gonçalves,RS,Sul,123090,801
2101905,210190,Pericumã,Bequimão,MA,Nordeste,21317,029
3106507,310650,Diamantina,Berilo,MG,Sudeste,11813,045
3106655,310665,Montes Claros,Berizal,MG,Sudeste,4792,045
2502052,250205,IX Núcleo Regional de Saúde,Bernardino Batista,PB,Nordeste,3571,
3506300,350630,Marília,Bernardino de Campos,SP,Sudeste,11168,072
2101939,210193,Médio Mearim,Bernardo do Mearim,MA,Nordeste,6102,029
1703206,170320,Região de Saúde de Araguaia-Tocantins,Bernardo Sayão,TO,Norte,4439,001
3506359,350635,Baixada Santista,Bertioga,SP,Sudeste,66154,900
2201705,220170,TD Vale dos Rios Piauí e Itaueiras,Bertolínia,PI,Nordeste,5512,
3106606,310660,Teófilo Otoni,Bertópolis,MG,Sudeste,4609,045
1300631,130063,Rio Negro e Solimões,Beruri,AM,Norte,20503,037
2601805,260180,Serra Talhada,Betânia,PE,Nordeste,12811,
2201739,220173,TD Vale do Rio Guaribas,Betânia do Piauí,PI,Nordeste,6214,
3106705,310670,Belo Horizonte,Betim,MG,Sudeste,450024,009
2601904,260190,Caruaru,Bezerros,PE,Nordeste,60960,088
3106804,310680,Juiz de Fora,Bias Fortes,MG,Sudeste,3282,045
3106903,310690,Juiz de Fora,Bicas,MG,Sudeste,14612,042
4202305,420230,Grande Florianópolis,Biguaçu,SC,Sul,70471,011
3506409,350640,Araçatuba,Bilac,SP,Sudeste,8197,101
3107000,310700,Sete Lagoas,Biquinhas,MG,Sudeste,2482,045
3506508,350650,Araçatuba,Birigui,SP,Sudeste,126094,113
3506607,350660,Grande São Paulo,Biritiba Mirim,SP,Sudeste,33265,900
2903607,290360,Serrinha,Biritinga,BA,Nordeste,15989,
4102901,410290,União da Vitória,Bituruna,PR,Sul,16411,
4202404,420240,Blumenau,Blumenau,SC,Sul,366418,011
3107109,310710,Varginha,Boa Esperança,MG,Sudeste,40308,045
3201001,320100,SR São Mateus,Boa Esperança,ES,Sudeste,15146,156
4103008,410300,Campo Mourão,Boa Esperança,PR,Sul,3991,
4103024,410302,Francisco Beltrão,Boa Esperança do Iguaçu,PR,Sul,2437,
3506706,350670,Araraquara,Boa Esperança do Sul,SP,Sudeste,15111,048
2201770,220177,TD Carnaubais,Boa Hora,PI,Nordeste,6848,
2903706,290370,Jequié,Boa Nova,BA,Nordeste,12039,
2502102,250210,VII Núcleo Regional de Saúde,Boa Ventura,PB,Nordeste,5248,
4103040,410304,Guarapuava,Boa Ventura de São Roque,PR,Sul,6343,
2302404,230240,Canindé,Boa Viagem,CE,Nordeste,54680,040
1400100,140010,Secretaria Estadual de Saúde,Boa Vista,RR,Norte,436591,118
2502151,250215,III Núcleo Regional de Saúde,Boa Vista,PB,Nordeste,7218,
4103057,410305,Cascavel,Boa Vista da Aparecida,PR,Sul,7524,
4302154,430215,CRS 15 Palmeira das Missões,Boa Vista das Missões,RS,Sul,2087,014
4302204,430220,CRS 14 Santa Rosa,Boa Vista do Buricá,RS,Sul,6712,183
4302220,430222,CRS 09 Cruz Alta,Boa Vista do Cadeado,RS,Sul,2466,801
2101970,210197,Baixo Turi,Boa Vista do Gurupi,MA,Nordeste,8494,029
4302238,430223,CRS 09 Cruz Alta,Boa Vista do Incra,RS,Sul,2628,801
1300680,130068,Baixo Amazonas,Boa Vista do Ramos,AM,Norte,20040,037
4302253,430225,CRS 05 Caxias do Sul,Boa Vista do Sul,RS,Sul,2773,003
2903805,290380,Itaberaba,Boa Vista do Tupim,BA,Nordeste,18491,
2701001,270100,Região 02,Boca da Mata,AL,Nordeste,27429,038
1300706,130070,Amazonas,Boca do Acre,AM,Norte,34958,037
2201804,220180,TD Vale do Rio Guaribas,Bocaina,PI,Nordeste,4509,
3506805,350680,Bauru,Bocaina,SP,Sudeste,12571,007
3107208,310720,Juiz de Fora,Bocaina de Minas,MG,Sudeste,5088,
4202438,420243,Lages,Bocaina do Sul,SC,Sul,3501,011
3107307,310730,Montes Claros,Bocaiúva,MG,Sudeste,50521,045
4103107,410310,Metropolitana,Bocaiúva do Sul,PR,Sul,13308,192
2401651,240165,IV ETAM,Bodó,RN,Nordeste,2171,112
2602001,260200,Ouricuri,Bodocó,PE,Nordeste,38605,
5002159,500215,NCT de Aquidauana,Bodoquena,MS,Centro-Oeste,7802,004
3506904,350690,Bauru,Bofete,SP,Sudeste,12107,122
3507001,350700,Sorocaba,Boituva,SP,Sudeste,63310,031
2602100,260210,Garanhuns,Bom Conselho,PE,Nordeste,48975,104
3107406,310740,Divinópolis,Bom Despacho,MG,Sudeste,51436,045
2102002,210200,Pindaré,Bom Jardim,MA,Nordeste,42010,029
2602209,260220,Limoeiro,Bom Jardim,PE,Nordeste,40038,
3300506,330050,Serrana,Bom Jardim,RJ,Sudeste,27779,114
4202503,420250,Lages,Bom Jardim da Serra,SC,Sul,4801,011
5203401,520340,Oeste I,Bom Jardim de Goiás,GO,Centro-Oeste,8912,
3107505,310750,Juiz de Fora,Bom Jardim de Minas,MG,Sudeste,6444,045
2201903,220190,TD Chapada das Mangabeiras,Bom Jesus,PI,Nordeste,25584,
2401701,240170,V ETAM,Bom Jesus,RN,Nordeste,10323,
2502201,250220,IX Núcleo Regional de Saúde,Bom Jesus,PB,Nordeste,2588,
4202537,420253,Xanxerê,Bom Jesus,SC,Sul,3104,011
4302303,430230,CRS 05 Caxias do Sul,Bom Jesus,RS,Sul,11270,801
2903904,290390,Santa Maria da Vitória,Bom Jesus da Lapa,BA,Nordeste,70151,
3107604,310760,Passos,Bom Jesus da Penha,MG,Sudeste,4270,045
2903953,290395,Vitória da Conquista,Bom Jesus da Serra,BA,Nordeste,9768,
2102036,210203,Carajás,Bom Jesus das Selvas,MA,Nordeste,35095,029
5203500,520350,Sul,Bom Jesus de Goiás,GO,Centro-Oeste,26069,056
3107703,310770,Itabira,Bom Jesus do Amparo,MG,Sudeste,6182,045
5101852,510185,Água Boa,Bom Jesus do Araguaia,MT,Centro-Oeste,6830,062
3107802,310780,Coronel Fabriciano,Bom Jesus do Galho,MG,Sudeste,14792,045
3300605,330060,Noroeste,Bom Jesus do Itabapoana,RJ,Sudeste,37306,
3201100,320110,SR Cachoeiro do Itapemirim,Bom Jesus do Norte,ES,Sudeste,9988,156
4202578,420257,São Miguel do Oeste,Bom Jesus do Oeste,SC,Sul,2136,011
4103156,410315,Francisco Beltrão,Bom Jesus do Sul,PR,Sul,3472,
1501576,150157,Rodovia BR 222,Bom Jesus do Tocantins,PA,Norte,17254,029
1703305,170330,Região de Saúde Cultura do Cerrado,Bom Jesus do Tocantins,TO,Norte,5120,001
3507100,350710,Campinas,Bom Jesus dos Perdões,SP,Sudeste,26506,155
2102077,210207,Mearim,Bom Lugar,MA,Nordeste,16578,029
4302352,430235,CRS 05 Caxias do Sul,Bom Princípio,RS,Sul,14446,174
2201919,220191,TD Planície Litorânea,Bom Princípio do Piauí,PI,Nordeste,5670,
4302378,430237,CRS 19 Frederico Westphalen,Bom Progresso,RS,Sul,1858,014
3107901,310790,Pouso Alegre,Bom Repouso,MG,Sudeste,10527,045
4202602,420260,Lages,Bom Retiro,SC,Sul,10153,011
4302402,430240,CRS 16 Lajeado,Bom Retiro do Sul,RS,Sul,12448,003
2502300,250230,VIII Núcleo Regional de Saúde,Bom Sucesso,PB,Nordeste,4937,
3108008,310800,Divinópolis,Bom Sucesso,MG,Sudeste,17612,045
4103206,410320,Apucarana,Bom Sucesso,PR,Sul,7103,
3507159,350715,Sorocaba,Bom Sucesso de Itararé,SP,Sudeste,4013,900
4103222,410322,Pato Branco,Bom Sucesso do Sul,PR,Sul,3244,
4202453,420245,Balneário Camboriú,Bombinhas,SC,Sul,20889,011
1400159,140015,Secretaria Estadual de Saúde,Bonfim,RR,Norte,12701,
3108107,310810,Belo Horizonte,Bonfim,MG,Sudeste,6852,009
2201929,220192,TD Serra da Capivara,Bonfim do Piauí,PI,Nordeste,5700,
5203559,520355,Centro Sul,Bonfinópolis,GO,Centro-Oeste,10120,
